A000083,A000153,A000160,B000227,B000418,B000508,B000541,B000818,B001142,B001184,C000016,C000051,C000062,C000065,C000145,C000298,C000425,C000576,C000601,C000647,C000973,D000035,D000095,D000377,D000405,D000509,F000045,F000398,G000023,G000127,G000157,G000313,G000326,G000396,H000029,H000169,H000243,H000377,H000577,H000590,H000654,H000999,I000027,J000063,J000231,J000237,K000353,L000327,L000393,M000095,M000116,M000185,M000542,M000567,M000593,M000777,M000818,M000821,M000954,M000969,M001090,P000042,P000095,P000141,P000188,P000232,P000271,P000382,P000486,P000545,P000547,P000561,Q000006,R000062,R000290,S000346,S000382,S000561,S000761,S000793,S000922,S000932,T000116,T000432,V000021,V000091,V000099,V000116,W000103,W000111,W000175,W000366,W000394,W000594,W000602,W000667,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Nay,Yea,Nay,Yea,Yea,Yea,,Nay,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,Yea,Yea,Nay,Nay,,Nay,,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,,Yea,Nay,Not Voting,Nay,Yea,,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Nay,,Nay,Yea,,Yea,Yea,Yea,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Yea,Yea,Yea,Nay,Nay,Nay,,Yea,,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,,Not Voting,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,,Not Voting,,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,,Nay,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,,Yea,,Yea,Nay,,Nay,Yea,Nay,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,,Nay,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,,Nay,,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,,Yea,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,,Not Voting,,Yea,Nay,,Nay,Not Voting,Nay,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,,Nay,,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Yea,Not Voting,Yea,Yea,,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,,Not Voting,,Yea,Nay,,Nay,Nay,Nay,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Nay,Nay,Nay,Yea,Yea,Yea,,Yea,,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Yea,,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Nay,,Yea,,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,,Not Voting,,Yea,Yea,,Yea,Yea,Yea,,,Yea,,Yea,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Nay,Yea,Nay,Yea,Yea,Nay,,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Nay,,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,,Nay,Not Voting,Yea,Nay,Nay,Nay,,Yea,,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,,Yea,Yea,Not Voting,Nay,Yea,,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,,Not Voting,,Yea,Yea,,Nay,Nay,Nay,,,Nay,,Not Voting,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Not Voting,Not Voting,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Yea,Nay,Yea,Yea,,Nay,,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,,Yea,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Not Voting,,Yea,,Yea,Nay,,Nay,Nay,Nay,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Yea,Nay,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Not Voting,Nay,Yea,Yea,,Nay,,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Yea,,Nay,,Yea,Nay,,Nay,Nay,Not Voting,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Nay,Nay,Nay,Yea,Yea,Yea,,Not Voting,,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Not Voting,,Nay,Yea,,Yea,Yea,Yea,,,Not Voting,,Yea,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Yea,Not Voting,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,,Nay,Yea,Not Voting,Nay,Yea,Not Voting,,Nay,,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,,Yea,,Yea,Nay,,Nay,Nay,Nay,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Not Voting,Yea,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,,Nay,,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,,Not Voting,,Yea,Nay,,Nay,Nay,Nay,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Nay,Yea,Nay,Yea,Yea,Yea,,Not Voting,,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Nay,,Nay,Yea,,Yea,Yea,Yea,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-03,0,,unknown,hr4864,,,,unknown
Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,,Nay,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Yea,,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Nay,Nay,Nay,Nay,,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,,Nay,,Not Voting,Not Voting,,Yea,Yea,Yea,,,Not Voting,,Nay,Not Voting,,Not Voting,1894-07-10,0,,unknown,hr6016,,,,unknown
Nay,Not Voting,Yea,Yea,Not Voting,Nay,,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,,Nay,Yea,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,,Yea,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Nay,Yea,Not Voting,Nay,Nay,,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,,Not Voting,Not Voting,,Yea,Not Voting,Yea,,,Not Voting,,Yea,Not Voting,,Not Voting,1894-07-12,0,,unknown,hr6373,,,,unknown
Not Voting,Nay,Nay,Nay,Not Voting,Nay,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,,Nay,Nay,,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Nay,Nay,Nay,Not Voting,Not Voting,,Not Voting,,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,,Nay,Nay,Not Voting,Yea,Yea,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Not Voting,Not Voting,,Nay,Nay,Not Voting,,,Not Voting,,Not Voting,Not Voting,,Not Voting,1894-07-14,0,,unknown,hr7097,,,,unknown
Nay,Yea,Nay,Yea,Not Voting,Nay,,Nay,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Nay,,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,,Nay,,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,,Nay,Yea,Not Voting,Nay,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,,Not Voting,Not Voting,,Not Voting,Nay,Not Voting,,,Nay,,Not Voting,Not Voting,,Not Voting,1894-07-17,0,,unknown,hr7097,,,,unknown
Yea,Yea,Yea,Nay,Not Voting,Nay,,Nay,,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,,Nay,Nay,,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,,Not Voting,Nay,,Nay,Nay,Not Voting,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-17,0,,unknown,hr6937,,,,unknown
Nay,Nay,Nay,Nay,Not Voting,Yea,,Yea,,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,,Yea,Nay,,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Nay,,Nay,,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,Not Voting,Nay,Nay,,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,,Nay,,Not Voting,Yea,,Nay,Nay,Not Voting,,,Nay,,Nay,Not Voting,,Not Voting,1894-07-17,0,,unknown,hr6937,,,,unknown
Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,,Yea,,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,,Yea,Yea,,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,,Nay,,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,,Nay,Nay,Not Voting,Nay,Yea,,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,,Nay,,Not Voting,Not Voting,,Nay,Yea,Not Voting,,,Nay,,Nay,Not Voting,,Not Voting,1894-07-17,0,,unknown,hr6937,,,,unknown
Yea,Yea,Yea,Nay,Not Voting,Nay,,Nay,,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,Not Voting,Yea,Not Voting,,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,,Not Voting,Not Voting,,Nay,Nay,Not Voting,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-17,0,,unknown,hr6937,,,,unknown
Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,,Yea,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,,Yea,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,,Not Voting,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,,Nay,,Not Voting,Yea,,Nay,Yea,Not Voting,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-18,0,,unknown,hr6913,,,,unknown
Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Yea,,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Nay,Nay,Not Voting,Yea,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,,Not Voting,,Not Voting,Yea,,Yea,Yea,Yea,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-19,0,,unknown,hr6913,,,,unknown
Nay,Yea,Nay,Yea,Not Voting,Yea,,Not Voting,,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Yea,Yea,,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,,Yea,Not Voting,Yea,Yea,Not Voting,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Nay,Nay,Not Voting,Nay,Nay,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Nay,,Not Voting,,Not Voting,Yea,,Yea,Yea,Yea,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-20,0,,unknown,,,,,unknown
Nay,Not Voting,Nay,Yea,Yea,Not Voting,,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,,Yea,Nay,Not Voting,Yea,Nay,Nay,,Not Voting,,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,,Nay,Nay,Not Voting,Nay,Nay,,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,,Not Voting,,Nay,Yea,,Yea,Yea,Not Voting,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-25,0,,unknown,,,,,unknown
Nay,Yea,Nay,Nay,Nay,Nay,,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Nay,Not Voting,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,,Not Voting,,Nay,Nay,,Nay,Nay,Not Voting,,,Nay,,Nay,Not Voting,,Not Voting,1894-07-26,0,,unknown,hr4864,,,,unknown
Nay,Yea,Nay,Nay,Nay,Nay,,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Yea,,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Nay,Not Voting,Nay,Not Voting,,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,,Not Voting,,Nay,Nay,,Nay,Nay,Not Voting,,,Not Voting,,Nay,Not Voting,,Not Voting,1894-07-26,0,,unknown,hr4864,,,,unknown
Nay,Yea,Yea,Yea,Yea,Yea,,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,,Yea,Not Voting,Yea,Yea,Nay,Nay,,Yea,,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,,Not Voting,,Yea,Yea,,Yea,Yea,Not Voting,,,Yea,,Not Voting,Not Voting,,Not Voting,1894-07-27,0,,unknown,hr6373,,,,unknown
Nay,Nay,Nay,Yea,Yea,Yea,,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,,Not Voting,,Nay,Yea,,Yea,Yea,Not Voting,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-27,0,,unknown,hr4864,,,,unknown
Nay,Nay,Nay,Yea,Yea,Yea,,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,,Yea,Nay,Nay,Yea,Nay,Nay,,Yea,,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,,Not Voting,,Nay,Yea,,Yea,Yea,Not Voting,,,Nay,,Yea,Not Voting,,Not Voting,1894-07-27,0,,unknown,hr4864,,,,unknown
Yea,Yea,Yea,Nay,Nay,Nay,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Nay,Yea,Yea,Nay,Yea,Yea,,Nay,,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,Yea,Not Voting,Yea,Nay,,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,,Not Voting,,Yea,Nay,,Nay,Nay,Not Voting,,,Yea,,Nay,Not Voting,,Not Voting,1894-07-28,0,,unknown,hr4864,,,,unknown
Not Voting,Nay,Nay,Yea,Yea,Not Voting,,Nay,,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,,Yea,Yea,,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,,Not Voting,Nay,Nay,Nay,Nay,Not Voting,,Nay,,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,,Yea,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,,Nay,,Nay,Not Voting,,Not Voting,Nay,Not Voting,,,Not Voting,,Nay,Not Voting,,Not Voting,1894-07-31,0,,unknown,hr5575,,,,unknown
Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,,Nay,,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,,Yea,Yea,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,,Not Voting,Nay,Nay,Yea,Nay,Not Voting,,Yea,,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Yea,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,,Nay,,Nay,Not Voting,,Not Voting,Yea,Not Voting,,,Not Voting,,Nay,Not Voting,,Not Voting,1894-07-31,0,,unknown,hr5575,,,,unknown
